slide_name,permissible_angle,slide_width_um,scanner_name,time_stamp,slide_id,load_identifier,x_offset_um,y_offset_um,row_index,col_index,row_col
H01CBA06P_96088,4.555875996,25179,H01CBA06P,2021-04-11T18:42:11,96088,CS002-3-1618150284962,,,1,28,"1,28"
H01CBA06P_96089,4.535029256,25294.5,H01CBA06P,2021-04-11T18:46:49,96089,CS002-3-1618150284962,,,1,29,"1,29"
H01CBA05P_95850,4.511170365,25428,H01CBA05P,2021-04-11T18:49:02,95850,CS002-2-1618137988605,,,2,0,"2,0"
H01CBA05P_95834,4.511170365,25428,H01CBA05P,2021-04-11T17:29:04,95834,CS002-2-1618137988605,,,1,14,"1,14"
H01CBA06P_96070,4.500705874,25487,H01CBA06P,2021-04-11T17:29:42,96070,CS002-3-1618150284962,,,1,10,"1,10"
H01CBA06P_96071,4.500705874,25487,H01CBA06P,2021-04-11T17:32:26,96071,CS002-3-1618150284962,,,1,11,"1,11"
H01CBA06P_96072,4.528122719,25333,H01CBA06P,2021-04-11T17:35:28,96072,CS002-3-1618150284962,,,1,12,"1,12"
H01CBA05P_95835,4.490466009,25545,H01CBA05P,2021-04-11T17:36:06,95835,CS002-2-1618137988605,,,1,15,"1,15"
H01CBA06P_96073,4.535029256,25294.5,H01CBA06P,2021-04-11T17:38:56,96073,CS002-3-1618150284962,,,1,13,"1,13"
H01CBA05P_95836,4.49734629,25506,H01CBA05P,2021-04-11T17:42:20,95836,CS002-2-1618137988605,,,1,16,"1,16"
H01CBA06P_96074,4.487121706,25564,H01CBA06P,2021-04-11T17:45:02,96074,CS002-3-1618150284962,,,1,14,"1,14"
H01CBA06P_96075,4.541956917,25256,H01CBA06P,2021-04-11T17:46:22,96075,CS002-3-1618150284962,,,1,15,"1,15"
H01CBA05P_95838,4.49734629,25506,H01CBA05P,2021-04-11T17:50:57,95838,CS002-2-1618137988605,,,1,18,"1,18"
H01CBA06P_96076,4.555875996,25179,H01CBA06P,2021-04-11T17:52:11,96076,CS002-3-1618150284962,,,1,16,"1,16"
H01CBA06P_96077,4.555875996,25179,H01CBA06P,2021-04-11T17:57:18,96077,CS002-3-1618150284962,,,1,17,"1,17"
H01CBA05P_95839,4.532066731,25311,H01CBA05P,2021-04-11T17:57:57,95839,CS002-2-1618137988605,,,1,19,"1,19"
H01CBA06P_96078,4.521237207,25371.5,H01CBA06P,2021-04-11T18:00:34,96078,CS002-3-1618150284962,,,1,18,"1,18"
H01CBA05P_95840,4.539075318,25272,H01CBA05P,2021-04-11T18:01:53,95840,CS002-2-1618137988605,,,1,20,"1,20"
H01CBA06P_96079,4.548905798,25217.5,H01CBA06P,2021-04-11T18:02:32,96079,CS002-3-1618150284962,,,1,19,"1,19"
H01CBA06P_96080,4.50752888,25448.5,H01CBA06P,2021-04-11T18:05:44,96080,CS002-3-1618150284962,,,1,20,"1,20"
H01CBA05P_95842,4.50424771,25467,H01CBA05P,2021-04-11T18:06:47,95842,CS002-2-1618137988605,,,1,22,"1,22"
H01CBA06P_96081,4.541956917,25256,H01CBA06P,2021-04-11T18:11:33,96081,CS002-3-1618150284962,,,1,21,"1,21"
H01CBA05P_95844,4.50424771,25467,H01CBA05P,2021-04-11T18:13:23,95844,CS002-2-1618137988605,,,1,24,"1,24"
H01CBA05P_95863,4.511170365,25428,H01CBA05P,2021-04-11T19:57:51,95863,CS002-2-1618137988605,,,2,13,"2,13"
H01CBA06P_96109,4.548905798,25217.5,H01CBA06P,2021-04-11T19:58:29,96109,CS002-3-1618150284962,,,2,19,"2,19"
H01CBA06P_96110,4.473619374,25641,H01CBA06P,2021-04-11T20:00:32,96110,CS002-3-1618150284962,,,2,20,"2,20"
H01CBA05P_95864,4.476768473,25623,H01CBA05P,2021-04-11T20:01:35,95864,CS002-2-1618137988605,,,2,14,"2,14"
H01CBA06P_96111,6.917264781,24909.5,H01CBA06P,2021-04-11T20:03:57,96111,CS002-3-1618150284962,,,2,21,"2,21"
H01CBA05P_95865,4.518114354,25389,H01CBA05P,2021-04-11T20:06:27,95865,CS002-2-1618137988605,,,2,15,"2,15"
H01CBA06P_96112,4.480360357,25602.5,H01CBA06P,2021-04-11T20:11:32,96112,CS002-3-1618150284962,,,2,22,"2,22"
H01CBA05P_95866,4.539075318,25272,H01CBA05P,2021-04-11T20:12:10,95866,CS002-2-1618137988605,,,2,16,"2,16"
H01CBA06P_96126,4.528122719,25333,H01CBA06P,2021-04-11T21:23:49,96126,CS002-3-1618150284962,,,3,6,"3,6"
H01CBA05P_95881,4.50424771,25467,H01CBA05P,2021-04-11T21:25:08,95881,CS002-2-1618137988605,,,3,1,"3,1"
H01CBA06P_96143,6.895844405,24986.5,H01CBA06P,2021-04-11T22:57:15,96143,CS002-3-1618150284962,,,3,23,"3,23"
H01CBA05P_95896,4.518114354,25389,H01CBA05P,2021-04-11T22:58:50,95896,CS002-2-1618137988605,,,3,16,"3,16"
H01CBA06P_96144,4.514372626,25410,H01CBA06P,2021-04-11T23:01:26,96144,CS002-3-1618150284962,,,3,24,"3,24"
H01CBA06P_96145,4.555875996,25179,H01CBA06P,2021-04-11T23:03:55,96145,CS002-3-1618150284962,,,3,25,"3,25"
H01CBA05P_95897,4.50424771,25467,H01CBA05P,2021-04-11T23:04:40,95897,CS002-2-1618137988605,,,3,17,"3,17"
H01CBA06P_96146,4.555875996,25179,H01CBA06P,2021-04-11T23:07:10,96146,CS002-3-1618150284962,,,3,26,"3,26"
H01CBA05P_95898,4.429478871,25896,H01CBA05P,2021-04-11T23:08:38,95898,CS002-2-1618137988605,,,3,18,"3,18"
H01CBA06P_96147,4.541956917,25256,H01CBA06P,2021-04-11T23:09:54,96147,CS002-3-1618150284962,,,3,27,"3,27"
H01CBA05P_95899,4.50424771,25467,H01CBA05P,2021-04-11T23:12:47,95899,CS002-2-1618137988605,,,3,19,"3,19"
H01CBA06P_96148,4.548905798,25217.5,H01CBA06P,2021-04-11T23:16:40,96148,CS002-3-1618150284962,,,3,28,"3,28"
H01CBA05P_95900,4.490466009,25545,H01CBA05P,2021-04-11T23:19:51,95900,CS002-2-1618137988605,,,3,20,"3,20"
H01CBA06P_96149,4.521237207,25371.5,H01CBA06P,2021-04-11T23:22:38,96149,CS002-3-1618150284962,,,3,29,"3,29"
H01CBA05P_95901,4.518114354,25389,H01CBA05P,2021-04-11T23:27:00,95901,CS002-2-1618137988605,,,3,21,"3,21"
H01CBA05P_95892,4.50424771,25467,H01CBA05P,2021-04-11T22:34:08,95892,CS002-2-1618137988605,,,3,12,"3,12"
H01CBA06P_96138,4.555875996,25179,H01CBA06P,2021-04-11T22:35:53,96138,CS002-3-1618150284962,,,3,18,"3,18"
H01CBA05P_95893,7.013322135,24570,H01CBA05P,2021-04-11T22:37:46,95893,CS002-2-1618137988605,,,3,13,"3,13"
H01CBA06P_96139,4.466898667,25679.5,H01CBA06P,2021-04-11T22:39:13,96139,CS002-3-1618150284962,,,3,19,"3,19"
H01CBA06P_96140,6.98233389,24678.5,H01CBA06P,2021-04-11T22:41:16,96140,CS002-3-1618150284962,,,3,20,"3,20"
H01CBA05P_95894,4.469951026,25662,H01CBA05P,2021-04-11T22:42:22,95894,CS002-2-1618137988605,,,3,14,"3,14"
H01CBA06P_96141,4.521237207,25371.5,H01CBA06P,2021-04-11T22:46:19,96141,CS002-3-1618150284962,,,3,21,"3,21"
H01CBA05P_95895,4.50424771,25467,H01CBA05P,2021-04-11T22:49:06,95895,CS002-2-1618137988605,,,3,15,"3,15"
H01CBA06P_96142,4.541956917,25256,H01CBA06P,2021-04-11T22:51:29,96142,CS002-3-1618150284962,,,3,22,"3,22"
H01CBA05P_95884,4.518114354,25389,H01CBA05P,2021-04-11T21:52:11,95884,CS002-2-1618137988605,,,3,4,"3,4"
H01CBA06P_96130,4.541956917,25256,H01CBA06P,2021-04-11T21:53:05,96130,CS002-3-1618150284962,,,3,10,"3,10"
H01CBA06P_96131,6.895844405,24986.5,H01CBA06P,2021-04-11T21:55:30,96131,CS002-3-1618150284962,,,3,11,"3,11"
H01CBA05P_95885,4.511170365,25428,H01CBA05P,2021-04-11T21:56:55,95885,CS002-2-1618137988605,,,3,5,"3,5"
H01CBA06P_96132,4.56988074,25102,H01CBA06P,2021-04-11T21:59:37,96132,CS002-3-1618150284962,,,3,12,"3,12"
H01CBA05P_95886,4.49734629,25506,H01CBA05P,2021-04-11T22:04:12,95886,CS002-2-1618137988605,,,3,6,"3,6"
H01CBA06P_96133,4.50752888,25448.5,H01CBA06P,2021-04-11T22:06:36,96133,CS002-3-1618150284962,,,3,13,"3,13"
H01CBA05P_95887,4.483606769,25584,H01CBA05P,2021-04-11T22:08:17,95887,CS002-2-1618137988605,,,3,7,"3,7"
H01CBA06P_96134,4.56988074,25102,H01CBA06P,2021-04-11T22:09:31,96134,CS002-3-1618150284962,,,3,14,"3,14"
H01CBA05P_95888,4.463154333,25701,H01CBA05P,2021-04-11T22:13:32,95888,CS002-2-1618137988605,,,3,8,"3,8"
H01CBA06P_96135,4.493903514,25525.5,H01CBA06P,2021-04-11T22:16:20,96135,CS002-3-1618150284962,,,3,15,"3,15"
H01CBA05P_95889,4.476768473,25623,H01CBA05P,2021-04-11T22:16:57,95889,CS002-2-1618137988605,,,3,9,"3,9"
H01CBA06P_96136,4.555875996,25179,H01CBA06P,2021-04-11T22:20:15,96136,CS002-3-1618150284962,,,3,16,"3,16"
H01CBA05P_95890,4.532066731,25311,H01CBA05P,2021-04-11T22:22:22,95890,CS002-2-1618137988605,,,3,10,"3,10"
H01CBA06P_96137,4.56988074,25102,H01CBA06P,2021-04-11T22:25:17,96137,CS002-3-1618150284962,,,3,17,"3,17"
H01CBA05P_95891,4.525079776,25350,H01CBA05P,2021-04-11T22:28:06,95891,CS002-2-1618137988605,,,3,11,"3,11"
H01CBA05P_95902,4.539075318,25272,H01CBA05P,2021-04-11T23:32:23,95902,CS002-2-1618137988605,,,3,22,"3,22"
H01CBA05P_95903,4.50424771,25467,H01CBA05P,2021-04-11T23:34:54,95903,CS002-2-1618137988605,,,3,23,"3,23"
H01CBA05P_95904,4.490466009,25545,H01CBA05P,2021-04-11T23:36:49,95904,CS002-2-1618137988605,,,3,24,"3,24"
H01CBA05P_95905,4.483606769,25584,H01CBA05P,2021-04-11T23:40:48,95905,CS002-2-1618137988605,,,3,25,"3,25"
H01CBA05P_95882,4.483606769,25584,H01CBA05P,2021-04-11T21:31:11,95882,CS002-2-1618137988605,,,3,2,"3,2"
H01CBA06P_96127,4.548905798,25217.5,H01CBA06P,2021-04-11T21:31:54,96127,CS002-3-1618150284962,,,3,7,"3,7"
H01CBA06P_96129,4.555875996,25179,H01CBA06P,2021-04-11T21:45:20,96129,CS002-3-1618150284962,,,3,9,"3,9"
H01CBA05P_95883,4.49734629,25506,H01CBA05P,2021-04-11T21:46:54,95883,CS002-2-1618137988605,,,3,3,"3,3"
H01CBA05P_95906,4.518114354,25389,H01CBA05P,2021-04-11T23:48:11,95906,CS002-2-1618137988605,,,3,26,"3,26"
H01CBA05P_95907,4.490466009,25545,H01CBA05P,2021-04-11T23:52:12,95907,CS002-2-1618137988605,,,3,27,"3,27"
H01CBA06P_96128,4.56988074,25102,H01CBA06P,2021-04-11T21:38:28,96128,CS002-3-1618150284962,,,3,8,"3,8"
H01CBA05P_95908,4.50424771,25467,H01CBA05P,2021-04-11T23:57:41,95908,CS002-2-1618137988605,,,3,28,"3,28"
